|latitude|longitude|routeNumber|updated|plannedArrivalTime|device|segment|ATE
238|22.308598999999997|113.57736200000001|1|2018-05-23 00:05:31.811|8:30|0|1|2018-05-23 00:22:53.412
239|22.308935|113.57756|1|2018-05-23 00:05:47.891|8:30|0|1|2018-05-23 00:22:53.412
240|22.310047|113.578102|1|2018-05-23 00:06:03.913|8:30|0|1|2018-05-23 00:22:53.412
241|22.31036|113.57826999999999|1|2018-05-23 00:06:20.031|8:30|0|1|2018-05-23 00:22:53.412
242|22.310354|113.57826999999999|1|2018-05-23 00:06:36.491|8:30|0|1|2018-05-23 00:22:53.412
243|22.310354|113.57826999999999|1|2018-05-23 00:06:53.131|8:30|0|1|2018-05-23 00:22:53.412
244|22.310381|113.57828500000001|1|2018-05-23 00:07:09.131|8:30|0|1|2018-05-23 00:22:53.412
245|22.311220000000002|113.578827|1|2018-05-23 00:07:25.201|8:30|0|1|2018-05-23 00:22:53.412
246|22.312387|113.57968100000001|1|2018-05-23 00:07:42.909|8:30|0|1|2018-05-23 00:22:53.412
247|22.313858|113.58193200000001|1|2018-05-23 00:08:05.967|8:30|0|1|2018-05-23 00:22:53.412
248|22.315441|113.584557|1|2018-05-23 00:08:22.995|8:30|0|1|2018-05-23 00:22:53.412
249|22.317022|113.58701299999998|1|2018-05-23 00:08:39.433|8:30|0|1|2018-05-23 00:22:53.412
250|22.317799|113.589119|1|2018-05-23 00:08:55.513|8:30|0|1|2018-05-23 00:22:53.412
251|22.317707000000002|113.591881|1|2018-05-23 00:09:11.634|8:30|0|1|2018-05-23 00:22:53.412
252|22.317709|113.59414699999999|1|2018-05-23 00:09:27.697|8:30|0|1|2018-05-23 00:22:53.412
253|22.318495000000002|113.59630600000001|1|2018-05-23 00:09:43.917|8:30|0|1|2018-05-23 00:22:53.412
254|22.320263|113.598396|1|2018-05-23 00:10:04.034|8:30|0|1|2018-05-23 00:22:53.412
255|22.323733999999998|113.599594|1|2018-05-23 00:10:21.997|8:30|0|1|2018-05-23 00:22:53.412
